"geoid.msa","ntdid"
12620,"1096"
12620,"1096"
12620,"1096"
12620,"1096"
12620,"1096"
12620,"1096"
12620,"1096"
30340,"1098"
30340,"1098"
30340,"1098"
30340,"1098"
30340,"1098"
30340,"1098"
30340,"1098"
38860,"1099"
38860,"1099"
38860,"1099"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
40060,"1102"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
12700,"1105"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
47900,"1107"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
25540,"1108"
NA,"1110"
NA,"1110"
NA,"1110"
NA,"1110"
NA,"1110"
38860,"1112"
38860,"1112"
38860,"1112"
38860,"1114"
38860,"1114"
38860,"1114"
38860,"1114"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
38860,"1115"
NA,"1116"
NA,"1116"
NA,"1116"
NA,"1116"
NA,"1116"
14460,"1117"
14460,"1117"
14460,"1117"
14460,"1117"
14460,"1117"
14460,"1118"
14460,"1118"
14460,"1118"
14460,"1118"
14460,"1118"
14460,"1118"
14460,"1118"
14460,"1118"
14460,"1119"
14460,"1119"
14460,"1119"
14460,"1119"
14460,"1119"
14460,"1119"
14460,"1119"
14460,"1122"
14460,"1122"
14460,"1122"
14460,"1122"
14460,"1123"
14460,"1123"
14460,"1123"
14460,"1123"
38340,"1125"
38340,"1125"
38340,"1125"
38340,"1125"
49340,"1126"
49340,"1126"
49340,"1126"
49340,"1126"
16980,"1128"
16980,"1128"
16980,"1128"
16980,"1128"
47900,"1130"
47900,"1130"
47900,"1130"
47900,"1130"
45860,"1132"
45860,"1132"
18180,"1133"
18180,"1133"
14460,"1135"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
10580,"2002"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
13780,"2003"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
15380,"2004"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
21300,"2005"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
35620,"2006"
NA,"2007"
NA,"2007"
NA,"2007"
NA,"2007"
NA,"2007"
NA,"2007"
NA,"2007"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2008"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2009"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
35620,"2010"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
45060,"2018"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2071"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
35620,"2072"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
37980,"2075"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2076"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2078"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2080"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2082"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2084"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
35620,"2085"
NA,"2086"
NA,"2086"
NA,"2086"
NA,"2086"
NA,"2086"
NA,"2086"
NA,"2086"
NA,"2086"
NA,"2086"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2089"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2096"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2098"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2099"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
35620,"2100"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
40380,"2113"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
45060,"2116"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
24020,"2120"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2122"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2126"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
35620,"2128"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
NA,"2132"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2135"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2137"
35620,"2143"
35620,"2143"
35620,"2143"
35620,"2143"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
27060,"2145"
NA,"2147"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2148"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
35620,"2149"
NA,"2155"
NA,"2155"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2158"
NA,"2159"
NA,"2159"
NA,"2159"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2160"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
35620,"2161"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
20100,"2163"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2165"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
35620,"2166"
NA,"2168"
NA,"2168"
NA,"2168"
NA,"2168"
NA,"2168"
NA,"2168"
NA,"2168"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
10900,"2169"
NA,"2171"
NA,"2171"
NA,"2171"
NA,"2171"
NA,"2171"
NA,"2171"
NA,"2171"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
45060,"2172"
NA,"2173"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2175"
35620,"2176"
35620,"2176"
35620,"2176"
35620,"2176"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2177"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
28740,"2178"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
35620,"2179"
NA,"2180"
NA,"2181"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2182"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
35620,"2183"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
45060,"2185"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2187"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2188"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2189"
35620,"2190"
35620,"2190"
35620,"2190"
35620,"2190"
35620,"2190"
35620,"2190"
35620,"2190"
35620,"2190"
35620,"2190"
28740,"2191"
28740,"2191"
28740,"2191"
28740,"2191"
35620,"2192"
35620,"2192"
35620,"2192"
35620,"2192"
35620,"2192"
47220,"2193"
47220,"2193"
47220,"2193"
47220,"2193"
47220,"2193"
45940,"2194"
45940,"2194"
45940,"2194"
45940,"2194"
37980,"2195"
37980,"2195"
37980,"2195"
37980,"2195"
37980,"2195"
35620,"2196"
35620,"2196"
35620,"2196"
35620,"2196"
19820,"2197"
19820,"2197"
19820,"2197"
19820,"2197"
19820,"2197"
NA,"2198"
NA,"2198"
NA,"2198"
NA,"2198"
12100,"2199"
12100,"2199"
12100,"2199"
12100,"2199"
12100,"2199"
37980,"2200"
37980,"2200"
37980,"2200"
37980,"2200"
47220,"2201"
47220,"2201"
47220,"2201"
47220,"2201"
35620,"2202"
35620,"2202"
35620,"2202"
35620,"2202"
36140,"2203"
36140,"2203"
36140,"2203"
36140,"2203"
36140,"2203"
37980,"2204"
37980,"2204"
37980,"2204"
37980,"2204"
35620,"2206"
35620,"2206"
35620,"2206"
NA,"2207"
NA,"2207"
37980,"2208"
37980,"2208"
37980,"2208"
NA,"2209"
NA,"2209"
35620,"2210"
35620,"2210"
35620,"2210"
45940,"2211"
45940,"2211"
45940,"2211"
35620,"2212"
35620,"2212"
35620,"2212"
10580,"2213"
10580,"2213"
10580,"2213"
35620,"2214"
35620,"2214"
35620,"2214"
48060,"2215"
48060,"2215"
48060,"2215"
35620,"2217"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
16620,"3001"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
26580,"3002"
37620,"3003"
37620,"3003"
37620,"3003"
37620,"3003"
37620,"3003"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40060,"3006"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
40220,"3007"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
31340,"3008"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
40060,"3009"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
10900,"3010"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
11020,"3011"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
27780,"3012"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
21500,"3013"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
25420,"3014"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
42540,"3015"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
29540,"3018"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
37980,"3019"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3022"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
38300,"3023"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
39740,"3024"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
42540,"3025"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
48700,"3026"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
49620,"3027"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
47900,"3030"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
12580,"3034"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
48540,"3035"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
16820,"3036"
12580,"3040"
12580,"3040"
12580,"3040"
