"GEOID.msa","name_msa","revenue_miles","revenue_hours","fares","upt_total","upt_bus","upt_rail","total_expenses","average_speed","avg_fare","farebox_recovery","upt_bus_chg","upt_rail_chg","upt_total_chg","revenue_miles_y06","revenue_hours_y06","fares_y06","upt_total_y06","upt_bus_y06","upt_rail_y06","total_expenses_y06","average_speed_y06","avg_fare_y06","farebox_recovery_y06","upt_bus_chg_y06","upt_rail_chg_y06","upt_total_chg_y06","revenue_miles_y15","revenue_hours_y15","fares_y15","upt_total_y15","upt_bus_y15","upt_rail_y15","total_expenses_y15","average_speed_y15","avg_fare_y15","farebox_recovery_y15","upt_bus_chg_y15","upt_rail_chg_y15","upt_total_chg_y15","revenue_miles_y16","revenue_hours_y16","fares_y16","upt_total_y16","upt_bus_y16","upt_rail_y16","total_expenses_y16","average_speed_y16","avg_fare_y16","farebox_recovery_y16","upt_bus_chg_y16","upt_rail_chg_y16","upt_total_chg_y16"
"40060","Richmond, VA",0.50972596652492,0.128512810016935,0.130182757019264,-0.334122586863962,-0.373107508020016,NA,0.31295447009546,4.58227677070106,0.488006093210626,-0.0377547603969453,NA,NA,NA,8218412,605854,10025552,14324928,13940746,NA,36965441,13.5650041099011,0.699867531620403,0.271214186244931,NA,NA,NA,12407550,683714,11330706,9538646,8739349,NA,48533941,18.1472808806021,1.18787362483103,0.233459425847985,-0.382747423537792,NA,-0.354205870885262,12471269,700005,10805329,9897099,9141911,NA,49684520,17.8159713144906,1.09176729463856,0.217478784136387,-0.35431482155728,NA,-0.329937558279515
"40140","Riverside-San Bernardino-Ontario, CA",0.33276381662968,0.210294412507107,0.484847393326529,0.171794155212025,0.13162046931063,NA,0.331905543085851,1.48398486912689,0.231032776182092,0.0199567779424579,NA,NA,NA,26696905,1820405,23597854,27287628,26151677,NA,135779748,14.665365674122,0.864782164283389,0.173795093506876,NA,NA,NA,35580669,2203226,35039212,31975483,29593773,418951,180845799,16.1493505432489,1.09581494046548,0.193751871449333,0.0938932352160918,NA,0.131320776799992,37603044,2293346,33812405,29683646,27299783,389562,191877623,16.396585600254,1.13909204415118,0.176218594286005,0.00909904075317681,NA,0.0502335633515205
"40380","Rochester, NY",-0.0798369436561311,0.0674476454601772,1.03073653406523,0.371372457897291,0.37790118118887,NA,0.38907355930284,-1.89144804119915,0.46359884800651,0.103958862311496,NA,NA,NA,7147468,521397,12158365,12609640,12415288,NA,54025077,13.7083028862843,0.964211904542874,0.225050396503831,NA,NA,NA,6576836,556564,24690436,17292513,17107040,NA,75044806,11.8168548450852,1.42781075254938,0.329009258815327,0.00282051770554123,NA,0.00312774910020219,6616282,561457,24081800,16754592,16561701,NA,80162316,11.7841295059105,1.4373253613099,0.300412977090133,-0.0291474404160872,NA,-0.0280767081075923
"40900","Sacramento--Roseville--Arden-Arcade, CA",0.0536212108410018,0.0364568737063095,0.286946610153878,-0.0897177543398011,-0.0915383684252429,-0.105788092100151,0.218516657456962,0.236919955835969,0.349750913012905,0.0108078987568457,NA,NA,NA,20368339,1423737,32078403,37951797,23073647,14452137,166681055,14.3062510842944,0.84524068781249,0.192453803463147,NA,NA,NA,21460514,1475642,41283192,34546847,20961523,12923273,203103642,14.5431710401303,1.1949916008254,0.203261702219993,-0.154875884841337,-0.156327627822673,-0.147720478314797,22504849,1532602,41545585,33021560,19294132,13050811,212099884,14.6840791020761,1.25813513958759,0.195877452719399,-0.22210155081506,-0.148001541466473,-0.185349697409455
"41180","St. Louis, MO-IL",0.078226730719889,0.0989933003648058,0.371488897054953,-0.0536879192129042,-0.0712943305763014,0.00383125372421827,0.419589948984703,-0.309088536818436,0.346817141593923,-0.00709141488679677,NA,NA,NA,32633487,1995034,40389374,52324099,34531217,16573948,192986036,16.3573588219549,0.771907682538404,0.209286510242637,NA,NA,NA,35186298,2192529,55393578,49514927,32069337,16637447,273961037,16.0482702851365,1.11872482413233,0.202195095355841,0.221304492128478,0.0510750502511817,0.150648683072914,35259638,2219126,51881178,46719262,30193149,15777584,285327170,15.8889752091589,1.11048796104699,0.181830486034681,0.149853160519174,-0.00324701887000812,0.0856818448795942
"41620","Salt Lake City, UT",0.205230385903797,0.209754100124425,1.1779186955395,0.210570288296136,0.139081557552988,0.335692260942431,0.712153084575989,-0.0714429990603556,0.495275582656767,0.0475601661239558,NA,NA,NA,30188327,1580074,23921123,38594690,21598392,15203660,136824235,19.1056412547767,0.619803475555834,0.174831037790929,NA,NA,NA,36383889,1911501,52098261,46721585,24602330,20307411,234264036,19.0341982557163,1.1150790582126,0.222391203914885,0.064725454949587,0.515416685260436,0.217854248019281,37956447,1984000,50624354,45521914,24013573,19785542,268970123,19.1312736895161,1.11208755413931,0.188215529053389,0.0392455689111608,0.476472824316263,0.186583382024998
"41700","San Antonio-New Braunfels, TX",0.333501924474609,0.269870394871383,0.46817012385644,-0.0700092696095177,-0.0847624748729148,NA,0.709201225032523,0.756925320579672,0.2370328405024,-0.0207698874464227,NA,NA,NA,26739246,1770146,17477008,42668464,41592568,NA,118662319,15.105672639432,0.40960012059492,0.147283553425245,NA,NA,NA,35656836,2247856,25659221,39681276,38067079,NA,202817781,15.8625979600117,0.64663296109732,0.126513665978823,-0.078793250944624,NA,-0.0664692513375903,37098442,2306842,25023585,39453369,37773828,NA,212548694,16.0819171837516,0.634257241757985,0.117731069192079,-0.0858897975529739,NA,-0.0718309285259802
"41740","San Diego-Carlsbad, CA",0.0864253049463008,0.0780861827891779,0.385205849877811,0.159895922870495,0.0911752783341636,0.275681349062527,0.299186647085226,0.12950224260921,0.19027766668818,0.0235857986835246,NA,NA,NA,54385067,3248398,94130855,96096040,59891498,33829833,264244089,16.7421193462131,0.979549781655935,0.356226908825953,NA,NA,NA,59085313,3502053,130390611,111461405,65352122,43156087,343302392,16.8716215888223,1.16982744834412,0.379812707509478,0.0717533352954994,0.324338481894918,0.15918575060226,61422037,3626880,127693790,106563429,61012461,42584795,350540393,16.9352272476619,1.19828904905078,0.364276963653658,0.000584320296999364,0.306807143152397,0.108247365373832
"41860","San Francisco-Oakland-Hayward, CA",0.00840471967576609,-0.00451167258597592,0.709790465932636,0.0875284635598064,-0.0427979233086609,0.322165227329756,0.435963081210958,0.203068097654009,0.703416623247906,0.0672956469502229,NA,NA,NA,153005341,9776197,527555597,429129388,276705926,147332890,1494909379,15.6508037839254,1.22936254601141,0.35290138948282,NA,NA,NA,154291308,9732090,902009530,466690424,264863487,194798424,2146634678,15.8538718815794,1.93277916925932,0.420197036433043,-0.0187739568254296,0.235286967949973,0.0784994676685928,162093906,10257337,947119725,479265251,272107951,200018247,2319325551,15.8027279400102,1.97619110299319,0.408359975421148,0.00806423376911098,0.268387745638531,0.107559297328875
"41940","San Jose-Sunnyvale-Santa Clara, CA",-0.00765336541893606,-0.0299210644847682,0.139070571309792,0.101812472097516,0.043152079919,0.369742917920671,0.213135553234619,0.306443604415003,0.0307158877176678,-0.00803505165402532,NA,NA,NA,25074590,1878242,37183014,40934975,31674070,8279807,282526707,13.3500315720764,0.908343390951136,0.131608846451461,NA,NA,NA,24882685,1822043,42354077,45102666,33040872,11341207,342743193,13.6564751764914,0.939059278668804,0.123573794797436,0.0257687482154687,0.163215153747036,0.0515678929741558,24112265,1909966,40429880,43996916,32624190,10721047,359996459,12.6244472414692,0.918925317401792,0.112306326879732,0.0128326679103267,0.0996082105224075,0.0257873504746021
"42660","Seattle-Tacoma-Bellevue, WA",0.0759819507816744,0.0856043785159024,1.24273302742287,0.245363348921235,0.0339305432088336,31.4930332833013,0.426456145853644,-0.134272462863876,0.784085718809569,0.108004848735685,NA,NA,NA,94493178,6237730,165105171,168638687,137413892,1125279,874775265,15.148648306355,0.979046824528467,0.188740100007286,NA,NA,NA,101672954,6771707,370286820,210016440,142076420,36563728,1247828553,15.0143758434912,1.76313254333804,0.29674494874297,-0.051938655468869,2.605188141363,0.108150686712866,106673331,7246060,405499295,218939267,142073794,44889856,1333355418,14.7215633047477,1.85210858041285,0.304119433967755,-0.0519561784969037,3.42614540067393,0.155231938387593
"45300","Tampa-St. Petersburg-Clearwater, FL",0.137762238996355,0.143754703855998,0.625254849092404,0.258705741291627,0.237879227298466,NA,0.402701427700425,-0.0804618915560358,0.23042447632583,0.0307425434958476,NA,NA,NA,22098973,1438979,19846549,25082126,24595111,NA,102426950,15.3573978494474,0.791262630607948,0.193762959846017,NA,NA,NA,25143377,1645839,32255700,31571016,30445777,385513,143674429,15.2769359578914,1.02168710693378,0.224505503341865,0.134821011108103,NA,0.152880174104501,25439460,1678790,29279458,28675118,27537241,374368,143973911,15.1534498061104,1.02107541458068,0.203366414072061,0.026409661830851,NA,0.0471305399961504
"46060","Tucson, AZ",0.330812660805243,0.278219731403514,0.710401251105129,0.201703565827037,0.130647989877622,NA,0.505607907527764,0.517332896995391,0.206308688631304,0.0223737715928104,NA,NA,NA,9889292,786533,8682244,17814633,17386429,NA,52783324,12.5732702887228,0.487365863781757,0.164488390310546,NA,NA,NA,13160795,1005362,14850121,21407908,19657931,1078136,79470990,13.0906031857182,0.693674552413062,0.186862161903356,-0.0356020492915148,NA,0.0255977025899519,12535762,952754,11601804,17392576,15743501,950034,77297651,13.1573963478505,0.667054954941695,0.150092581726707,-0.227639973841754,NA,-0.166766505736052
"46140","Tulsa, OK",-0.0944898678459915,-0.0643162702739799,0.486736581180284,0.169507504945993,0.21820974637625,NA,0.0831987180563882,-0.520134160102902,0.213820428745485,0.0484385824051194,NA,NA,NA,4230443,262282,2097800,2661245,2451742,NA,16134251,16.1293683897484,0.788277667031784,0.130021529973719,NA,NA,NA,3830709,245413,3118876,3112346,2986736,NA,17476600,15.6092342296455,1.00209809577727,0.178460112378838,0.183400030112605,NA,0.145121797317578,3866757,249174,3046749,3027683,2906433,NA,17875652,15.5183004647355,1.0062972246434,0.170441279568432,0.151582496651954,NA,0.113971839463825
"46520","Urban Honolulu, HI",-0.0331715539212337,0.0349954310552234,0.284082165527109,-0.016649586105333,-0.0150195593892989,NA,0.434603796070716,-0.957478276521146,0.189032559167606,-0.0287207531594522,NA,NA,NA,25438754,1749857,44315714,71695536,70384355,NA,161893296,14.5376187882781,0.618109808119713,0.273734089643836,NA,NA,NA,24594911,1811094,56905018,70501835,69327213,NA,232252737,13.580140511757,0.80714236728732,0.245013336484383,-0.0523712311686579,NA,-0.0572351169414572,25839135,1904401,55168657,69553686,68314175,0,238362315,13.5681166939106,0.79318092501956,0.231448738027234,-0.066218375907036,NA,-0.0699139582951195
"47260","Virginia Beach-Norfolk-Newport News, VA-NC",0.0817073523622746,0.0980210385487616,0.191144335126538,-0.20781653799543,-0.279854237544104,NA,0.724680137149616,-0.210440768180584,0.321355116841926,-0.0762074519981676,NA,NA,NA,14652488,1034482,15309274,23992412,23228478,NA,62145854,14.1640821203269,0.638088158872897,0.246344253310929,NA,NA,NA,15849704,1135883,18235555,19006392,16727890,1554115,107181720,13.9536413521463,0.959443275714823,0.170136801312761,-0.0625073207069889,NA,0.0192743233972851,16605116,1192532,17553592,17839218,15788266,1369483,105969577,13.9242519278309,0.983988872157961,0.165647466914018,-0.115167316754788,NA,-0.0433188552100436
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",0.305822798001434,0.33102784628681,0.60696480905433,0.0223470671162725,0.0546222136226777,-0.00655481632470406,0.534526359479717,-0.296093871383007,0.691655041453885,0.0189917609960655,NA,NA,NA,148352390,9487800,558353168,461628989,185151925,274767272,1387837256,15.6361211239697,1.20952795709283,0.402318907052024,NA,NA,NA,193721933,12628526,897253892,471945043,195265333,272966223,2129672852,15.3400272525867,1.90118299854672,0.421310668048089,0.0454877720999563,-0.0499056749368979,-0.0107406376412972,190843894,12564660,843030567,442309429,185983900,252430219,2135852380,15.1889421599948,1.90597466779303,0.394704509962435,-0.00420678740009081,-0.121383899038908,-0.0728608125294327
